車次,站點1,站點2,站點3,站點4,站點5,站點6,站點7,站點8,站點9,站點10,站點11,站點12,站點13,站點14,站點15,站點16,站點17,站點18,站點19,站點20,站點21,站點22,站點23,站點24,站點25,站點26,站點27,站點28,站點29,站點30,站點31,站點32,站點33,站點34,站點35,站點36,站點37,站點38,站點39,站點40,站點41,站點42,站點43,站點44,站點45,站點46,站點47,站點48,站點49,站點50,站點51,站點52,站點53,站點54,站點55,站點56,站點57,站點58,站點59,站點60,站點61,站點62,站點63,站點64,站點65,站點66,站點67,站點68,站點69,站點70,站點71,站點72,站點73,站點74,站點75,站點76,站點77,站點78,站點79,站點80,站點81,站點82,站點83,站點84,站點85,站點86,站點87,站點88,站點89,站點90,站點91,站點92,站點93,站點94,站點95,站點96,站點97,站點98,站點99,站點100,站點101,站點102,站點103,站點104,站點105,站點106,站點107,站點108,站點109,站點110,站點111,站點112,站點113,站點114,站點115,站點116,站點117,站點118,站點119,站點120,站點121,站點122,站點123,站點124,站點125,站點126,站點127,站點128,站點129,站點130,站點131,站點132,站點133,站點134,站點135,站點136,站點137,站點138,站點139,站點140,站點141,站點142,站點143,站點144,站點145,站點146,站點147,站點148,站點149,站點150,站點151,站點152,站點153,站點154,站點155,站點156,站點157,站點158
L331D,光明國中,蘆竹農會,四角埤,邱厝,蘆竹國小,蘆竹中正北路口,華夏公司,水尾(富國路三段),長榮空廚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L502,大皇冠社區,園科路口,桃禧航空城酒店,自立社區,上田心仔,大園區公所,華南銀行,中正東路平安路口,海豐,埔心(裕興加油站),埔心國小對面,大埔心,黃厝,三塊厝(埔心村),下埔(五權村),五福宮(五權里),五塊厝(萊爾富附近),五權國小,林口長庚醫院(復興一路前),長庚桃園分院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L506,大園區公所,華南銀行,中正東路平安路口,捷運大園站,捷運橫山站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L507,竹圍國小,竹圍,光明社區,福元宮,海巡大隊路口,沙崙休憩場所,竹圍國中,牛乳集中站,樣新商店,沙崙,苗圃,油庫大園站,萬善祠,下古亭,楊厝,福忠宮,頂古亭,坡腳,圳頭國小,航空城聯合服務中心,湳仔,北門口,保和中藥,大園區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L508,捷運大園站,華南銀行,仁德路口,敏盛大園醫院,大園區公所,保和中藥,大園戶政事務所,自立社區,桃禧航空城酒店,花東社區,悅灣社區,園九街口,園八街口,文興街口,悅灣一期,南和園學路口,羅丹社區,活動中心,大園國中,潮音國小,許厝港路口,富文宮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L512,桃客觀音站,遠東紡織,許厝,下大坡腳,上大坡腳,金湖站,新坡站,大同,圓山,忠愛莊,高鐵桃園站,林口長庚醫院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L513,白玉,麥厝,桃客觀音站,觀音分駐所,華南銀行,弘宏超市,大潭里辦公處,武威社區活動中心,黃厝,保生社區活動中心,保生廟前,三和村辦公處,坑尾活動中心,新興活動中心,蘭亭集序社區,藍埔活動中心,金華路口,大堀活動中心,大田蓮園,南海寺,新富路,新富路福德祠,阿姆斯壯社區,高鐵桃園站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L515,埔頂,富林社區,富林,富林村辦公處,樹林村7鄰,建國路,乾元宮,保障宮,大觀路成功路口,塔腳活動中心,福山廣大路口,廣福社區活動中心,福山路,高鐵桃園站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L516,觀音行政園區,坑尾里,福星公司,埔頂,上埔頂,溪底,富林橋,富林社區,富林國小,富林,詹厝前,樹林,吳厝,民族路277號,民族路63號,樺秸,日豐,成功路一段敬業街口,成功路一段榮工北路口,成功路一段忠孝路口,苗圃,保障,福德祠,保障宮,草漯,草漯國小,許厝,坡腳,二聖路83號,六合街二聖路口,六合街31號,大觀路二段,草漯國中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L516A,觀音站,觀音行政園區,坑尾里,福星公司,埔頂,上埔頂,溪底,富林橋,富林社區,富林國小,富林,詹厝前,樹林,吳厝,民族路277號,民族路63號,樺秸,日豐,成功路一段敬業街口,成功路一段榮工北路口,成功路一段忠孝路口,苗圃,保障,福德祠,保障宮,草漯,草漯國小,許厝,坡腳,二聖路83號,六合街二聖路口,六合街31號,大觀路二段,草漯國中,許厝,坡腳,廣福,楊厝,幸福新村,坡內,觀音高中(側門),新坡,新坡農會,新富路,崙坪,忠愛莊,高鐵桃園站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L516B,觀音行政園區,坑尾里,福星公司,埔頂,上埔頂,溪底,富林橋,聖恩宮,石梅,新坡御品,觀音高中,富林社區,富林國小,富林,詹厝前,樹林,吳厝,民族路277號,民族路63號,樺秸,日豐,成功路一段敬業街口,成功路一段榮工北路口,成功路一段忠孝路口,苗圃,保障,福德祠,保障宮,草漯,草漯國小,許厝,坡腳,二聖路83號,六合街二聖路口,六合街31號,大觀路二段,草漯國中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L517,桃客觀音站,甘泉寺,觀音分駐所,文化中正路口,觀音行政園區,文化中正路口,中正路,仁愛路,濱海路,橫圳頭,三和,美夢成真社區,坑尾,和興,新興,蘭亭集序社區,石橋,坑尾村三鄰,育仁國小,金湖村七鄰,金湖村十鄰,金湖,瑞祥,立隆,東元,上水尾,彭厝,寶蓮寺,觀音高中,新坡,新坡農會,大同,廣福里16鄰,廣福里15鄰,廣福里12鄰,廣福社區活動中心,黃厝,廣福里7鄰,塔腳,許厝,廣福,楊厝,幸福新村,坡內,觀音高中(側門),新坡,新坡農會,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L518,成功社區,竹圍國小,竹圍,福元宮,海巡大隊路口,沙崙休憩場所,竹圍國中,國際路三段,沙崙坡堵,沙崙廟,至尊社區,華豐農場,新潮社區,林厝,內海,許厝,下厝,大庄,大園戶政事務所,保和中藥,大園區公所,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607,湖口火車站,新湖國小,貴州新村,圳頭,四湖橋,水門,劉厝,下四湖,四湖,土牛坡,周厝,陳厝,三元宮,上四湖,上湖,三湖,彭厝,新和公司,二湖,長坡,紅坡,頭湖,泉水,惠普公司,厚恒公司,嶺頭,水美新村,圓岡,錫褔宮,大成路,新街,楊梅火車站,楊梅站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5616,龍潭,上伯公,東龍中豐路口,敏盛醫院,百年大鎮,潛龍國小,大漢新村,烏樹林,忠恕家園,建龍新村,虎嶺,山子頂,莊敬里,華夏山莊,平南國中,安樂新村,南勢,長壽新村,王屋,下王屋,北勢橋,李屋,新貴里,非常大地,第一製藥廠,平鎮區公所(中豐路),中壢國中,中壢家商,中壢分局,中壢北站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617,關西,明德路,圳頭牌,永安橋,牛欄河,張屋,黃岡口,仁安魏屋,仁安,水倉,高平,龍源,新生醫專,銅鑼圈,高楊路口,歐萊德,天下社區,南四方林,凌雲國中,龍潭大池,龍潭,上伯公,東龍中豐路口,敏盛醫院,百年大鎮,潛龍國小,大漢新村,烏樹林,忠恕家園,建龍新村,虎嶺,山子頂,莊敬里,華夏山莊,平南國中,安樂新村,南勢,長壽新村,王屋,下王屋,北勢橋,李屋,新貴里,非常大地,第一製藥廠,平鎮區公所(中豐路),中壢國中,中壢家商,中壢分局,中壢北站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5617A,關西,關西高中,玉豐新城,張屋,黃岡口,仁安魏屋,仁安,水倉,高平,龍源,新生醫專,銅鑼圈,高楊路口,歐萊德,天下社區,南四方林,凌雲國中,龍潭大池,龍潭,上伯公,東龍中豐路口,敏盛醫院,百年大鎮,潛龍國小,大漢新村,烏樹林,忠恕家園,建龍新村,虎嶺,山子頂,莊敬里,華夏山莊,平南國中,安樂新村,南勢,長壽新村,王屋,下王屋,北勢橋,李屋,新貴里,非常大地,第一製藥廠,平鎮區公所(中豐路),中壢國中,中壢家商,中壢分局,中壢北站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623,楊梅站,楊梅火車站,新街,大成路,老坑溪橋,東電化,天成醫院,大金山,楊梅交流道,頭重溪,楊梅工業區,瑞塘里,四維新村,永美路,埔心火車站,仁美路,平鎮新村,自來水廠,掬水軒,六房,新光,宋屋,大昌路口,平安新村,水利會,新勢國小(新勢公園),中壢家商,中壢分局,中壢總站,第一銀行,第一市場,興國市場,捷運環北站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623A,楊梅站,楊梅火車站,新街,大成路,老坑溪橋,東電化,天成醫院,大金山,楊梅交流道,頭重溪,楊梅工業區,瑞塘里,四維新村,永美路,埔心火車站,仁美路,平鎮新村,自來水廠,掬水軒,六房,新光,宋屋,大昌路口,平安新村,水利會,新勢國小(新勢公園),中壢家商,中壢分局,中壢總站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5623B,楊梅站,楊梅火車站,新街,大成路,老坑溪橋,東電化,天成醫院,大金山,楊梅交流道,頭重溪,楊梅工業區,瑞塘里,四維新村,永美路,埔心火車站,仁美路,平鎮新村,自來水廠,掬水軒,六房,新光,宋屋,大昌路口,第一製藥廠,平鎮區公所(中豐路),中壢國中,中壢家商,中壢分局,中壢總站,第一銀行,第一市場,興國市場,捷運環北站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5624,中壢總站,中壢分局,中壢家商,新勢國小(新勢公園),水利會,平安新村,大昌路口,宋屋,新光,六房,掬水軒,自來水廠,平鎮新村,仁美路,埔心火車站,永美路,四維新村,瑞塘里,楊梅工業區,頭重溪,楊梅交流道,大金山,天成醫院,東電化,老坑溪橋,大成路,新街,楊梅火車站,楊梅火車站(楊新路),水尾橋,水美國小,頂湖橋,頂湖,瑞上,富鳳,石店子,亞洲化學,瑞原,民富工業區,富東,清龍新村,磚窯,聯華公司,福德,富岡口,富岡,大井頭,新明,梅花新城,水塔,下埤,石埤,徐厝,縣界,山葉社區,六股橋,山葉機車,中國科技大學,和興新村,九股埤,上和興,愛勢橋,南通廠,愛勢,湖口火車站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5644,中壢北站,中壢分局,中壢家商,中壢國中,平鎮區公所(中豐路),第一製藥廠,非常大地,新貴里,李屋,北勢橋,下王屋,王屋,長壽新村,南勢,安樂新村,平南國中,華夏山莊,莊敬里,山子頂,南豐路,工業一路口,工業二路口,工業三路口,工業三路,污水處理廠,工業五路,工業六路口,宏嘉公司,祥安國小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5645,中壢總站,中壢分局,和平市場,平鎮區公所(和平路),紫雲宮,金山街口,北勢新村,加油站,崩坡下,北勢國小,興埔路口,北勢,正義路口,獅子林,莊屋,北富里,橋頭埔,慈惠堂,柑仔園,曾家莊,桃園纖維,東勢,平東橋,馮屋,伯公崙,金東湖,金雞湖,金台橋,伯公下,叉路口,龍安街,茶工廠,成功新村,黃泥塘(成功路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646,中壢總站,中壢分局,和平市場,平鎮區公所(和平路),紫雲宮,金山街口,北勢新村,加油站,崩坡下,北勢國小,興埔路口,北勢,正義路口,獅子林,莊屋,北富里,橋頭埔,慈惠堂,柑仔園,曾家莊,桃園纖維,東勢,臺北商業大學(桃園校區),陳屋,山峰,上隘寮,隘寮頂,劉屋,龍平路口,上燈潭,龍心悅社區,大昌路口,龍潭派出所,龍潭運動公園,龍潭加油站,龍潭站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5646A,中壢總站,中壢分局,和平市場,平鎮區公所(和平路),紫雲宮,金山街口,北勢新村,加油站,崩坡下,北勢國小,興埔路口,北勢,正義路口,獅子林,莊屋,北富里,橋頭埔,慈惠堂,柑仔園,曾家莊,桃園纖維,東勢,臺北商業大學(桃園校區),陳屋,山峰,上隘寮,隘寮頂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5647,龍潭,信義路口,南龍潭,龍聖,凌雲岡,慈惠宮,春源,德龍國小,八張犁,大庄,徐厝,金車公司,倚翠園,鎮興里,陳屋,試驗廠,茶業改良場,三龍新村,瑞埔國小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5648,龍潭,信義路口,南龍潭,龍聖,凌雲岡,慈惠宮,春源,德龍國小,八張犁,大庄,徐厝,金車公司,倚翠園,鎮興里,陳屋,試驗廠,茶業改良場,三龍新村,瑞埔國小,中興路,永美路,四維新村,瑞塘里,楊梅工業區,頭重溪,楊梅交流道,大金山,天成醫院,東電化,老坑溪橋,大成路,新街,楊梅火車站,楊梅站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5649,龍潭,信義路口,南龍潭,龍聖,凌雲岡,慈惠宮,春源,德龍國小,八張犁,大庄,徐厝,金車公司,倚翠園,鎮興里,陳屋,試驗廠,茶業改良場,三龍新村,瑞埔國小,中興路,永美路,四維新村,瑞塘里,楊梅工業區,頭重溪,楊梅交流道,大金山,天成醫院,東電化,老坑溪橋,大成路,新街,楊梅火車站,楊梅火車站(楊新路),水尾橋,水美國小,建福新村,彭厝,下彭厝,水尾,香榭社區,老飯店,營盤下,上田里,御花園,埔頂,全富新城,二號池,長祥宮,九斗里,石坡下,新屋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,新屋,石坡下,九斗里,長祥宮,二號池,全富新城,埔頂,御花園,上田里,營盤下,老飯店,香榭社區,水尾,下彭厝,彭厝,建福新村,水美國小,水尾橋,楊梅火車站(楊新路),楊梅站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650A,新屋,新屋醫院,新屋高中,新屋區公所,石坡下,九斗里,長祥宮,二號池,全富新城,埔頂,御花園,上田里,營盤下,老飯店,香榭社區,水尾,下彭厝,彭厝,建福新村,水美國小,水尾橋,楊梅火車站(楊新路),楊梅站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,中壢總站,中壢分局,中壢家商,新勢國小(新勢公園),水利會,平安新村,大昌路口,宋屋,新光,六房,掬水軒,自來水廠,平鎮新村,仁美路,埔心火車站,永美路,四維新村,瑞塘里,仁美國中,銘德,純青湖,味全牧場,幼獅工業區,青年路口,青年路,圓環,世紀社區,裕民社區,幼獅路口,南高山,高榮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651A,中壢總站,中壢分局,中壢家商,新勢國小(新勢公園),水利會,平安新村,大昌路口,宋屋,新光,六房,掬水軒,自來水廠,平鎮新村,仁美路,埔心火車站,永美路,四維新村,瑞塘里,仁美國中,銘德,真鑽社區,比佛利山莊,獅一路,味全牧場,幼獅工業區,青年路口,青年路,圓環,世紀社區,裕民社區,幼獅路口,南高山,高榮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5652,楊梅站,楊梅火車站,新街,大成路,楊梅國小,國寶新村,水流東,琪隆廠,強勝廠,里辦公處,彭厝,潤泰工廠,廣宇,東流里,梅園,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5653,中壢北站,中壢分局,中壢家商,中壢國中,平鎮區公所(中豐路),第一製藥廠,非常大地,新貴里,李屋,北勢橋,下王屋,王屋,長壽新村,南勢,安樂新村,平南國中,華夏山莊,莊敬里,山子頂,永豐市場,虎嶺,建龍新村,忠恕家園,烏樹林,大漢新村,潛龍國小,百年大鎮,敏盛醫院,東龍中豐路口,上伯公,龍潭,龍潭大池,凌雲國中,南四方林,天下社區,歐萊德,車頭,茶工廠,新科廠,水塔,雄獅文具,白宮,三元宮,渴望園區,高原,小人國,福源路,台全,橫岡下,六福村門口,六福村,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5654,中壢總站,中壢分局,中壢家商,新勢國小(新勢公園),水利會,平安新村,大昌路口,宋屋,新光,六房,掬水軒,自來水廠,平鎮新村,仁美路,埔心火車站,永美路,四維新村,瑞塘里,楊梅工業區,頭重溪,楊梅交流道,大金山,天成醫院,東電化,老坑溪橋,大成路,新街,楊梅火車站,楊梅火車站(楊新路),水尾橋,水美國小,建福新村,彭厝,下彭厝,水尾,香榭社區,老飯店,營盤下,上田里,御花園,埔頂,全富新城,二號池,長祥宮,九斗里,石坡下,新屋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5671,中壢北站,中壢分局,中壢家商,中壢國中,平鎮區公所(中豐路),第一製藥廠,非常大地,新貴里,李屋,北勢橋,下王屋,王屋,長壽新村,南勢,安樂新村,平南國中,華夏山莊,莊敬里,山子頂,永豐市場,虎嶺,建龍新村,忠恕家園,烏樹林,大漢新村,潛龍國小,百年大鎮,敏盛醫院,東龍中豐路口,上伯公,第二市場,龍潭運動公園,龍潭行政園區,黃泥塘,龍興駕訓班,聯合社區,郵局,國軍醫院(九龍里),門診中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672,中壢總站,中壢分局,和平市場,平鎮區公所(和平路),紫雲宮,金山街口,北勢新村,加油站,崩坡下,北勢國小,興埔路口,北勢,正義路口,獅子林,莊屋,北富里,橋頭埔,慈惠堂,柑仔園,曾家莊,桃園纖維,東勢,平東橋,馮屋,伯公崙,金東湖,金雞湖,金台橋,伯公下,叉路口,龍安街,茶工廠,成功新村,黃泥塘(成功路),黃泥塘,龍興駕訓班,聯合社區,郵局,國軍醫院(九龍里),門診中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5674,中壢總站,中壢分局,和平市場,平鎮區公所(和平路),紫雲宮,金山街口,北勢新村,加油站,崩坡下,北勢國小,興埔路口,北勢,正義路口,獅子林,莊屋,北富里,橋頭埔,慈惠堂,柑仔園,曾家莊,桃園纖維,東勢,平東橋,馮屋,伯公崙,金東湖,金雞湖,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L701,桃客大溪站,三層崎腳,尾寮,美華國小,十全,大溪電台,美華社區活動中心,小角仔,紅瓦厝,莿仔寮,三層,變電所,福安國小,大溪陵寢,頭寮,草嶺,慈湖,洞口,湳溝,承恩路口,內湳溝,承恩,承恩橋,溝尾,水圳頭,懷德橋,二層坪,溪坪,溪尾坪,苗圃,阿姆坪生態園區,阿姆坪舊碼頭,阿姆坪,百吉國小,保安,四號橋,新峰,三民圓環,新峰,四號橋,保安,百吉,曾厝,湳溝,洞口,慈湖,草嶺,頭寮,大溪陵寢,福安國小,變電所,三層,莿仔寮,紅瓦厝,小角仔,美華社區活動中心,大溪電台,十全,美華國小,尾寮,三層崎腳,桃客大溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L701A,桃客大溪站,三層崎腳,尾寮,美華國小,十全,大溪電台,美華社區活動中心,小角仔,紅瓦厝,莿仔寮,三層,變電所,福安國小,大溪陵寢,頭寮,草嶺,慈湖,洞口,湳溝,承恩路口,內湳溝,承恩,承恩橋,溝尾,水圳頭,懷德橋,二層坪,溪坪,溪尾坪,苗圃,阿姆坪生態園區,阿姆坪舊碼頭,阿姆坪,百吉國小,保安,四號橋,新峰,三民圓環,大窩路口,分水崙,水分,花草林,十三份,五峰橋,張家站,向天坡,張家站,五峰橋,十三份,花草林,水分,分水崙,大窩路口,三民圓環,新峰,四號橋,保安,百吉,曾厝,湳溝,洞口,慈湖,草嶺,頭寮,大溪陵寢,福安國小,變電所,三層,莿仔寮,紅瓦厝,小角仔,美華社區活動中心,大溪電台,十全,美華國小,尾寮,三層崎腳,桃客大溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L705,桃客大溪站,新街尾,觀音寺,崎腳,崎頂,太武,崎頂圖書館,長興街口,埔頂公園,仁善國小,埔頂八街口,海宴餐廳,南興國小,永昌,員樹林,復興新城,仁和國中,大溪山水,埔頂,建漢公司,崎頂,崎腳,大溪觀光橋,崁津,蓮座山觀音寺,瑞安路二段,益興,至善高中,大溪高中,台電,桃客大溪站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
